Country_Region,Confirmed,Deaths,Recovered
Afghanistan,42,1,1
Albania,104,4,3
Algeria,230,17,65
American Samoa,0,0,65
Andorra,132,1,1
Angola,2,0,0
Antigua and Barbuda,1,0,0
Argentina,301,4,27
Armenia,235,0,2
Aruba,12,0,2
Australia,1716,7,88
Austria,3924,21,9
Azerbaijan,72,1,10
Bahamas,4,0,0
Bahrain,339,2,160
Bangladesh,33,3,3
Barbados,17,0,0
Belarus,81,0,22
Belgium,3743,88,350
Belize,1,0,0
Benin,5,0,0
Bhutan,2,0,0
Bolivia,145,10,0
Bosnia and Herz.,131,1,2
Brazil,1891,34,2
Brunei,91,0,2
Bulgaria,201,3,3
Burkina Faso,100,5,5
Cambodia,87,0,2
Cameroon,56,0,2
Canada,2091,24,18
Cape Verde,3,0,0
Central African Rep.,3,0,0
Chad,1,0,0
Chile,746,2,11
China,81093,3270,72703
Colombia,306,3,3
Congo,4,0,0
Costa Rica,158,2,2
Croatia,315,1,5
Cuba,40,1,0
Curaçao,4,1,0
Cyprus,116,1,3
Czech Rep.,1287,1,6
Côte d'Ivoire,25,0,1
Dem. Rep. Congo,30,2,0
Denmark,3833,139,6
Djibouti,3,0,0
Dominica,1,0,0
Dominican Rep.,312,6,0
Ecuador,981,18,3
Egypt,366,19,68
El Salvador,5,0,0
Eq. Guinea,9,0,0
Eritrea,1,0,0
Estonia,352,0,4
Ethiopia,11,0,0
Faroe Is.,118,0,0
Fiji,3,0,0
Finland,927,1,10
France,19856,860,2200
French Guiana,23,0,0
French Polynesia,23,0,0
Gabon,5,1,0
Gambia,2,1,0
Georgia,61,0,8
Germany,22672,86,422
Ghana,24,1,0
Greece,695,17,19
Grenada,1,0,0
Guadeloupe,73,1,0
Guam,29,1,0
Guatemala,20,1,0
Guernsey,20,0,0
Guinea,4,0,1
Guyana,5,1,0
Haiti,5,0,0
Honduras,30,0,0
Hungary,167,8,16
Iceland,648,2,36
India,468,9,35
Indonesia,2044,181,30
Iran,23049,1812,8376
Iraq,266,23,62
Ireland,1125,6,5
Isle of Man,13,0,0
Israel,1620,1,37
Italy,63927,6077,7432
Jamaica,21,1,2
Japan,1128,42,235
Jersey,16,0,0
Jordan,127,0,1
Kazakhstan,62,0,0
Kenya,16,0,0
Korea,9037,120,3166
Kosovo,61,1,0
Kuwait,189,0,30
Kyrgyzstan,16,0,0
Latvia,197,0,1
Lebanon,304,4,8
Liberia,3,0,0
Liechtenstein,46,0,0
Lithuania,179,1,1
Luxembourg,875,8,6
Macao SAR,25,0,10
Macedonia,136,2,1
Madagascar,12,0,0
Malaysia,1518,14,159
Maldives,13,0,3
Malta,107,0,2
Martinique,57,1,0
Mauritania,2,0,0
Mauritius,36,2,0
Mayotte,30,0,0
Mexico,367,4,4
Moldova,109,1,2
Monaco,23,0,1
Mongolia,10,0,0
Montenegro,27,1,0
Morocco,143,4,3
Mozambique,1,0,0
Myanmar,2,0,0
Namibia,4,0,0
Nepal,2,0,1
Netherlands,4749,213,1
New Caledonia,7,213,1
New Zealand,102,0,0
Nicaragua,2,0,0
Niger,2,0,0
Nigeria,36,1,2
Northern Mariana Islands,0,0,1
Norway,2371,7,1
Oman,66,0,17
Pakistan,887,6,6
Panama,345,6,1
Papua New Guinea,1,0,0
Paraguay,27,2,0
Peru,395,5,1
Philippines,462,33,18
Poland,749,8,1
Portugal,2060,23,14
Puerto Rico,31,2,14
Qatar,501,0,37
Romania,576,7,73
Russia,438,1,17
Rwanda,36,0,0
Réunion,94,0,1
Saint Barthélemy,3,0,1
Saint Lucia,2,0,0
Saint Martin,8,0,2
Saint Vincent and the Grenadines,1,0,0
San Marino,187,20,4
Saudi Arabia,562,0,19
Senegal,79,0,5
Serbia,249,3,2
Seychelles,7,0,0
Singapore,509,2,152
Slovakia,204,0,7
Slovenia,440,3,7
Somalia,1,0,0
South Africa,402,0,2
Spain,35480,2342,3355
Sri Lanka,87,0,3
Sudan,2,1,0
Suriname,6,0,0
Swaziland,4,0,0
Sweden,2166,61,16
Switzerland,8060,107,131
Syria,7,3,0
Tanzania,12,0,0
Thailand,721,1,52
Timor-Leste,1,0,0
Togo,18,0,0
Trinidad and Tobago,50,0,0
Tunisia,114,3,1
Turkey,1529,37,0
U.S. Virgin Islands,17,0,0
Uganda,9,0,0
Ukraine,84,3,1
United Arab Emirates,198,2,41
United Kingdom,6650,335,140
United States,42751,522,178
Uruguay,162,0,0
Uzbekistan,46,0,0
Vatican City,1,0,0
Venezuela,84,0,15
Vietnam,123,0,17
Zambia,3,0,0
Zimbabwe,3,1,0
台湾,195,2,29
香港,357,4,100
