Country_Region,Confirmed,Deaths,Recovered
Afghanistan,24,0,1
Albania,76,2,2
Algeria,139,15,43
American Samoa,0,0,0
Andorra,88,0,1
Angola,2,0,0
Antigua and Barbuda,1,0,0
Argentina,225,4,27
Armenia,190,0,1
Aruba,8,0,1
Australia,1071,7,43
Austria,2814,8,9
Azerbaijan,53,1,10
Bahamas,4,0,0
Bahrain,306,1,125
Bangladesh,24,2,3
Barbados,14,0,0
Belarus,76,0,15
Belgium,2815,67,263
Benin,2,0,0
Bhutan,2,0,0
Bolivia,143,10,0
Bosnia and Herz.,92,1,2
Brazil,1178,18,2
Brunei,83,0,1
Bulgaria,163,3,3
Burkina Faso,64,3,5
Cambodia,53,0,1
Cameroon,40,0,2
Canada,1331,19,11
Cape Verde,3,0,0
Central African Rep.,3,0,0
Chad,1,0,0
Chile,537,1,6
China,81008,3255,71740
Colombia,210,1,1
Congo,3,0,0
Costa Rica,117,2,2
Croatia,206,1,5
Cuba,21,1,0
Curaçao,3,1,0
Cyprus,84,1,3
Czech Rep.,1047,0,4
Côte d'Ivoire,14,0,1
Dem. Rep. Congo,23,1,0
Denmark,3813,139,4
Djibouti,1,0,0
Dominican Rep.,202,3,0
Ecuador,532,7,3
Egypt,294,8,42
El Salvador,3,0,0
Eq. Guinea,6,0,0
Eritrea,1,0,0
Estonia,306,0,2
Ethiopia,11,0,0
Faroe Is.,92,0,0
Fiji,2,0,0
Finland,767,1,10
France,14459,562,1587
French Polynesia,17,562,1587
Gabon,4,0,0
Gambia,1,0,0
Georgia,49,0,1
Germany,16662,47,209
Ghana,21,0,0
Greece,530,13,19
Guam,15,0,0
Guatemala,17,1,0
Guernsey,17,0,0
Guinea,1,0,0
Guyana,4,1,0
Haiti,2,0,0
Honduras,26,0,0
Hungary,103,4,7
Iceland,568,1,16
India,315,4,23
Indonesia,2037,181,20
Iran,20610,1556,7635
Iraq,214,17,49
Ireland,785,3,5
Isle of Man,2,0,0
Israel,1023,1,15
Italy,53578,4825,7024
Jamaica,19,1,2
Japan,1054,36,215
Jersey,15,0,0
Jordan,99,0,1
Kazakhstan,54,0,0
Kenya,7,0,0
Korea,8897,104,2612
Kosovo,30,0,0
Kuwait,176,0,27
Kyrgyzstan,12,0,0
Latvia,139,0,1
Lebanon,248,4,8
Liberia,3,0,0
Liechtenstein,28,0,0
Lithuania,99,1,1
Luxembourg,670,8,6
Macao SAR,18,0,10
Macedonia,94,0,1
Madagascar,3,0,0
Malaysia,1183,8,114
Maldives,13,0,2
Malta,73,0,2
Mauritania,2,0,0
Mauritius,14,1,0
Mexico,251,2,4
Moldova,80,1,1
Monaco,11,0,1
Mongolia,10,0,0
Montenegro,16,0,0
Morocco,96,3,2
Namibia,3,0,0
Nepal,1,0,1
Netherlands,3631,136,1
New Caledonia,4,136,1
New Zealand,52,0,0
Nicaragua,2,0,0
Niger,1,0,0
Nigeria,22,0,2
Northern Mariana Islands,0,0,0
Norway,1926,7,0
Oman,52,0,13
Pakistan,646,3,3
Panama,245,3,1
Papua New Guinea,1,0,0
Paraguay,22,1,0
Peru,318,5,1
Philippines,307,19,13
Poland,536,5,1
Portugal,1280,12,5
Puerto Rico,21,1,0
Qatar,481,0,27
Romania,367,0,52
Russia,306,1,16
Rwanda,17,0,0
Saint Lucia,2,0,0
Saint Vincent and the Grenadines,1,0,0
San Marino,160,20,4
Saudi Arabia,392,0,16
Senegal,56,0,5
Serbia,171,1,2
Seychelles,7,0,0
Singapore,432,2,140
Slovakia,178,0,0
Slovenia,368,1,0
Somalia,1,0,0
South Africa,240,0,0
Spain,25496,1381,2125
Sri Lanka,72,0,3
Sudan,2,1,0
Suriname,5,0,0
Swaziland,1,0,0
Sweden,1867,38,16
Switzerland,6113,53,15
Tanzania,6,0,0
Thailand,411,1,44
Timor-Leste,1,0,0
Togo,16,0,0
Trinidad and Tobago,9,0,0
Tunisia,75,3,1
Turkey,947,21,0
U.S. Virgin Islands,6,0,0
Uganda,1,0,0
Ukraine,47,3,1
United Arab Emirates,153,2,38
United Kingdom,5018,233,81
United States,23710,301,10
Uruguay,135,0,0
Uzbekistan,43,0,0
Vatican City,1,0,0
Venezuela,70,0,15
Vietnam,94,0,17
Zambia,2,0,0
Zimbabwe,3,1,0
台湾,153,2,28
香港,274,4,98
